cliente_id,edad,ciudad,producto,meses_activo,compras_totales,ingreso_total,soporte_tickets,medio_pago,churn,segmento_antiguedad,grupo_edad,prob_churn,riesgo
491,48,Buenos aires,Desconocido,14,41,171782.0,5,Efectivo,0,12-24 meses,45-60,0.3199078853902724,Medio
492,71,Buenos aires,Internet,27,17,128099.0,9,Tarjeta,1,24+ meses,60+,0.3479436759224781,Medio
493,75,Desconocida,Internet,41,26,39693.0,13,Efectivo,0,24+ meses,60+,0.24548300846328305,Bajo
494,20,Mendoza,Internet,40,44,433956.0,4,Desconocido,0,24+ meses,18-30,0.41916440633555446,Medio
495,57,Rosario,Telefonia,28,7,475457.0,14,Tarjeta,0,24+ meses,45-60,0.47052755383644523,Medio
496,63,Mendoza,Tv,26,42,113944.0,14,Tarjeta,1,24+ meses,60+,0.7286022971369549,Alto
497,41,Mendoza,Tv,2,26,229655.0,13,Desconocido,0,0-6 meses,30-45,0.27053130361915456,Bajo
498,67,Mendoza,Internet,25,25,212574.0,3,Tarjeta,0,24+ meses,60+,0.1843948724411143,Bajo
499,49,Mendoza,Tv,3,10,284518.0,7,Efectivo,1,0-6 meses,45-60,0.40537895386215195,Medio
500,64,Cordoba,Internet,8,45,474890.0,10,Transferencia,1,6-12 meses,60+,0.4261222721305885,Medio
501,39,Cordoba,Internet,44,19,252572.0,11,Desconocido,0,24+ meses,30-45,0.15192449079923473,Bajo
502,40,Desconocida,Internet,33,11,348615.0,13,Efectivo,0,24+ meses,30-45,0.1774195095939553,Bajo
503,19,Cordoba,Internet,42,13,50913.0,3,Desconocido,0,24+ meses,18-30,0.39592312129859253,Medio
504,44,Buenos aires,Desconocido,35,8,390827.0,12,Desconocido,1,24+ meses,30-45,0.5024000064454992,Medio
505,59,Mendoza,Internet,6,40,202097.0,9,Tarjeta,0,0-6 meses,45-60,0.19631572249084278,Bajo
506,19,Desconocida,Telefonia,39,4,311660.0,11,Tarjeta,0,24+ meses,18-30,0.24966160516003405,Bajo
507,43,Cordoba,Tv,23,47,92796.0,12,Efectivo,1,12-24 meses,30-45,0.8229399963954976,Alto
508,34,Buenos aires,Internet,25,31,293213.0,1,Desconocido,0,24+ meses,30-45,0.27451673262843906,Bajo
509,57,Rosario,Tv,43,28,385477.0,14,Tarjeta,0,24+ meses,45-60,0.13004543453381837,Bajo
510,50,Rosario,Desconocido,19,11,454449.0,2,Tarjeta,0,12-24 meses,45-60,0.4191452344800745,Medio
511,26,Cordoba,Tv,5,43,89811.0,5,Desconocido,0,0-6 meses,18-30,0.21056826185164534,Bajo
512,60,Rosario,Internet,11,1,195121.0,7,Efectivo,0,6-12 meses,45-60,0.42590606894695165,Medio
513,71,Buenos aires,Tv,12,49,237892.0,7,Efectivo,0,6-12 meses,60+,0.5041415014259332,Medio
514,65,Rosario,Internet,10,47,385172.0,14,Desconocido,0,6-12 meses,60+,0.29347521043091396,Bajo
515,56,Rosario,Tv,8,38,44178.0,10,Efectivo,0,6-12 meses,45-60,0.2936788859541183,Bajo
516,46,Desconocida,Tv,24,24,299965.0,14,Tarjeta,0,12-24 meses,45-60,0.16725810028032978,Bajo
517,59,Buenos aires,Internet,28,47,449943.0,8,Desconocido,1,24+ meses,45-60,0.5547875302808174,Medio
518,72,Rosario,Telefonia,41,31,459151.0,6,Tarjeta,1,24+ meses,60+,0.4167601678845935,Medio
519,43,Cordoba,Desconocido,36,41,21999.0,12,Transferencia,0,24+ meses,30-45,0.1702352128764968,Bajo
520,52,Cordoba,Tv,37,46,460738.0,1,Transferencia,0,24+ meses,45-60,0.18614215313900764,Bajo
521,67,Cordoba,Tv,21,26,305856.0,7,Efectivo,0,12-24 meses,60+,0.5782671207521708,Medio
522,42,Rosario,Telefonia,8,49,200623.0,6,Transferencia,1,6-12 meses,30-45,0.6600491372112606,Alto
523,41,Mendoza,Tv,9,5,176244.0,7,Tarjeta,0,6-12 meses,30-45,0.365508108912959,Medio
524,30,Rosario,Internet,47,20,300866.0,11,Transferencia,1,24+ meses,18-30,0.7418965557242442,Alto
525,77,Desconocida,Internet,15,41,277769.0,2,Tarjeta,0,12-24 meses,60+,0.23528426842680492,Bajo
526,75,Buenos aires,Telefonia,46,11,203237.0,6,Efectivo,1,24+ meses,60+,0.6867506867265328,Alto
527,24,Buenos aires,Desconocido,40,33,474725.0,9,Efectivo,1,24+ meses,18-30,0.3466900359240106,Medio
528,74,Desconocida,Internet,18,38,11859.0,12,Tarjeta,1,12-24 meses,60+,0.7660372663238235,Alto
529,53,Rosario,Tv,42,27,439825.0,8,Transferencia,0,24+ meses,45-60,0.2868617240572433,Bajo
530,62,Desconocida,Internet,20,34,441523.0,2,Efectivo,0,12-24 meses,60+,0.5884794544723377,Medio
531,37,Rosario,Tv,6,15,115986.0,13,Desconocido,0,0-6 meses,30-45,0.2512075618196496,Bajo
532,18,Desconocida,Tv,12,32,237654.0,9,Efectivo,0,6-12 meses,,0.28111515699501927,Bajo
533,25,Cordoba,Telefonia,2,21,288983.0,5,Transferencia,0,0-6 meses,18-30,0.14749180551775365,Bajo
534,63,Desconocida,Telefonia,7,46,294360.0,1,Desconocido,0,6-12 meses,60+,0.1413417017236035,Bajo
535,33,Buenos aires,Desconocido,16,5,320097.0,1,Transferencia,0,12-24 meses,30-45,0.34337450031888034,Medio
536,31,Cordoba,Tv,3,6,482697.0,4,Tarjeta,0,0-6 meses,30-45,0.18203446732353634,Bajo
537,29,Buenos aires,Internet,45,38,275628.0,4,Desconocido,0,24+ meses,18-30,0.23770892944538916,Bajo
538,68,Cordoba,Tv,3,22,470291.0,12,Transferencia,0,0-6 meses,60+,0.2152825752524635,Bajo
539,40,Mendoza,Tv,27,18,54522.0,6,Desconocido,1,24+ meses,30-45,0.5680331128571067,Medio
540,32,Buenos aires,Internet,43,14,235233.0,11,Transferencia,0,24+ meses,30-45,0.4071701867811186,Medio
542,51,Cordoba,Tv,38,46,378393.0,10,Transferencia,0,24+ meses,45-60,0.15212888989982828,Bajo
543,19,Buenos aires,Internet,33,13,12485.0,13,Tarjeta,1,24+ meses,18-30,0.7705278982053279,Alto
544,49,Rosario,Desconocido,28,31,429671.0,12,Desconocido,0,24+ meses,45-60,0.3699061434982733,Medio
545,40,Desconocida,Internet,1,30,248056.0,6,Desconocido,0,0-6 meses,30-45,0.32900873937302605,Medio
546,39,Mendoza,Desconocido,8,3,414983.0,4,Desconocido,0,6-12 meses,30-45,0.11360686474061085,Bajo
547,68,Buenos aires,Tv,37,30,117701.0,13,Desconocido,0,24+ meses,60+,0.31077068521478246,Medio
548,42,Cordoba,Internet,32,6,426669.0,5,Tarjeta,0,24+ meses,30-45,0.36487853888146726,Medio
549,75,Rosario,Tv,43,29,212352.0,7,Desconocido,1,24+ meses,60+,0.38964907670080157,Medio
550,79,Rosario,Tv,37,8,107638.0,9,Efectivo,1,24+ meses,60+,0.743335040905576,Alto
551,78,Cordoba,Internet,4,44,189514.0,12,Tarjeta,0,0-6 meses,60+,0.33297009027473334,Medio
552,39,Desconocida,Tv,30,45,450093.0,13,Efectivo,0,24+ meses,30-45,0.21410827354285072,Bajo
553,75,Cordoba,Tv,6,43,279370.0,11,Desconocido,0,0-6 meses,60+,0.25269345395787135,Bajo
555,39,Cordoba,Tv,19,33,289732.0,12,Efectivo,0,12-24 meses,30-45,0.4663061116563177,Medio
556,66,Rosario,Desconocido,32,17,215048.0,6,Desconocido,0,24+ meses,60+,0.21348801781686105,Bajo
557,69,Buenos aires,Tv,9,48,167781.0,5,Efectivo,1,6-12 meses,60+,0.7132773919390525,Alto
558,59,Rosario,Desconocido,12,11,446004.0,9,Desconocido,1,6-12 meses,45-60,0.3615412455044037,Medio
559,23,Rosario,Tv,11,13,486247.0,1,Desconocido,0,6-12 meses,18-30,0.19785101634760718,Bajo
560,32,Mendoza,Internet,46,11,42019.0,14,Desconocido,0,24+ meses,30-45,0.18209194018056243,Bajo
561,71,Rosario,Tv,16,31,443164.0,7,Transferencia,0,12-24 meses,60+,0.3302666275492572,Medio
562,60,Rosario,Telefonia,1,28,266497.0,9,Efectivo,0,0-6 meses,45-60,0.34611097371818755,Medio
563,77,Rosario,Tv,45,44,70133.0,8,Tarjeta,0,24+ meses,60+,0.3837441111788927,Medio
564,54,Buenos aires,Desconocido,21,6,381588.0,4,Tarjeta,0,12-24 meses,45-60,0.26353579571097613,Bajo
565,50,Desconocida,Tv,30,41,202530.0,9,Tarjeta,1,24+ meses,45-60,0.47724692681521125,Medio
566,25,Mendoza,Tv,13,16,384747.0,3,Tarjeta,1,12-24 meses,18-30,0.800733548570827,Alto
567,70,Rosario,Internet,34,4,163598.0,5,Desconocido,0,24+ meses,60+,0.2931943112341113,Bajo
568,77,Cordoba,Tv,4,35,471709.0,7,Efectivo,0,0-6 meses,60+,0.17810444839475953,Bajo
569,61,Buenos aires,Internet,28,48,133585.0,10,Efectivo,0,24+ meses,60+,0.35549106518708085,Medio
570,61,Buenos aires,Internet,38,26,450414.0,14,Transferencia,0,24+ meses,60+,0.2605331376352814,Bajo
571,22,Cordoba,Telefonia,31,12,250172.0,2,Efectivo,0,24+ meses,18-30,0.2682369450468494,Bajo
572,56,Desconocida,Internet,27,11,497750.0,9,Efectivo,0,24+ meses,45-60,0.6422941557147988,Alto
573,21,Rosario,Desconocido,5,37,310539.0,10,Efectivo,0,0-6 meses,18-30,0.14637415380926966,Bajo
574,23,Rosario,Internet,25,25,422247.0,10,Transferencia,0,24+ meses,18-30,0.34678427013864244,Medio
575,62,Cordoba,Internet,3,18,473758.0,0,Tarjeta,1,0-6 meses,60+,0.6861665025108991,Alto
576,49,Mendoza,Internet,33,19,130814.0,3,Efectivo,0,24+ meses,45-60,0.5504326556317638,Medio
577,69,Cordoba,Telefonia,4,23,435917.0,14,Transferencia,0,0-6 meses,60+,0.09809375769041466,Bajo
578,47,Cordoba,Desconocido,25,38,379743.0,3,Transferencia,0,24+ meses,45-60,0.371841616970844,Medio
579,64,Buenos aires,Tv,20,18,30939.0,0,Desconocido,0,12-24 meses,60+,0.228627693851305,Bajo
580,52,Desconocida,Tv,34,26,447361.0,8,Transferencia,0,24+ meses,45-60,0.2248953208177899,Bajo
581,72,Buenos aires,Internet,26,6,418540.0,2,Tarjeta,1,24+ meses,60+,0.622326843114639,Alto
582,57,Mendoza,Tv,5,4,158939.0,4,Efectivo,1,0-6 meses,45-60,0.6087754133246702,Alto
583,69,Buenos aires,Desconocido,35,44,267347.0,5,Transferencia,0,24+ meses,60+,0.25811177413366115,Bajo
584,33,Buenos aires,Internet,28,29,414760.0,7,Tarjeta,0,24+ meses,30-45,0.2815612611458017,Bajo
585,30,Mendoza,Tv,29,34,414115.0,5,Transferencia,0,24+ meses,18-30,0.5903571791303401,Medio
586,67,Rosario,Tv,9,17,296207.0,2,Transferencia,0,6-12 meses,60+,0.4266161079168165,Medio
587,77,Rosario,Desconocido,38,43,95880.0,5,Transferencia,1,24+ meses,60+,0.6381655815781461,Alto
588,59,Mendoza,Internet,6,43,8748.0,0,Transferencia,0,0-6 meses,45-60,0.20786538790157214,Bajo
589,47,Desconocida,Internet,19,16,241094.0,3,Transferencia,0,12-24 meses,45-60,0.3758056944964614,Medio
590,36,Cordoba,Internet,44,2,384413.0,5,Tarjeta,0,24+ meses,30-45,0.21260485004950025,Bajo
591,34,Buenos aires,Internet,11,34,464845.0,6,Efectivo,0,6-12 meses,30-45,0.25476766844412785,Bajo
592,73,Desconocida,Tv,2,8,347908.0,10,Efectivo,1,0-6 meses,60+,0.6331637953785043,Alto
593,36,Buenos aires,Internet,47,13,156956.0,12,Efectivo,0,24+ meses,30-45,0.17974605595620893,Bajo
594,45,Cordoba,Tv,44,42,161255.0,10,Efectivo,1,24+ meses,30-45,0.6055072931446637,Alto
595,75,Rosario,Tv,44,8,479786.0,9,Tarjeta,0,24+ meses,60+,0.23440368462793476,Bajo
596,72,Desconocida,Internet,9,30,469462.0,2,Desconocido,1,6-12 meses,60+,0.7884375705859624,Alto
597,43,Rosario,Telefonia,21,32,375180.0,8,Desconocido,0,12-24 meses,30-45,0.49916423293662165,Medio
598,54,Rosario,Internet,24,36,155331.0,11,Tarjeta,0,12-24 meses,45-60,0.20195337746432565,Bajo
599,43,Rosario,Tv,34,47,275628.0,11,Tarjeta,1,24+ meses,30-45,0.5715711164558802,Medio
600,70,Rosario,Tv,22,30,383669.0,6,Transferencia,0,12-24 meses,60+,0.32507651866749354,Medio
601,79,Rosario,Desconocido,3,1,431673.0,13,Transferencia,0,0-6 meses,60+,0.11803402176393972,Bajo
604,29,Cordoba,Desconocido,30,17,133216.0,0,Transferencia,0,24+ meses,18-30,0.3109800290505959,Medio
605,70,Cordoba,Telefonia,26,20,400319.0,10,Desconocido,1,24+ meses,60+,0.5803452238371821,Medio
606,18,Rosario,Desconocido,21,24,70901.0,8,Efectivo,0,12-24 meses,,0.3141848478156086,Medio
607,75,Rosario,Tv,28,22,248386.0,8,Transferencia,0,24+ meses,60+,0.40560800947296677,Medio
608,75,Cordoba,Tv,26,29,180607.0,6,Efectivo,1,24+ meses,60+,0.8119846809695713,Alto
609,18,Buenos aires,Tv,33,22,414319.0,9,Desconocido,0,24+ meses,,0.16870193783372078,Bajo
610,64,Rosario,Internet,21,44,103046.0,2,Transferencia,1,12-24 meses,60+,0.5442429833453464,Medio
611,51,Rosario,Telefonia,35,9,357156.0,12,Desconocido,1,24+ meses,45-60,0.637611343239616,Alto
612,49,Desconocida,Tv,34,37,83278.0,14,Desconocido,0,24+ meses,45-60,0.2381693903816673,Bajo
613,79,Cordoba,Telefonia,41,10,279535.0,4,Desconocido,0,24+ meses,60+,0.17557091911434447,Bajo
614,71,Cordoba,Internet,47,36,107476.0,14,Transferencia,0,24+ meses,60+,0.12708418123170362,Bajo
615,65,Rosario,Desconocido,18,37,427117.0,3,Tarjeta,1,12-24 meses,60+,0.5549146854193346,Medio
616,42,Mendoza,Desconocido,11,28,387865.0,6,Transferencia,1,6-12 meses,30-45,0.7669887959569367,Alto
617,57,Buenos aires,Internet,23,28,102537.0,13,Desconocido,0,12-24 meses,45-60,0.21385449147313818,Bajo
618,62,Cordoba,Tv,22,42,348303.0,8,Transferencia,0,12-24 meses,60+,0.40073120988767463,Medio
619,70,Rosario,Internet,17,43,466130.0,11,Desconocido,0,12-24 meses,60+,0.46780241952600676,Medio
620,18,Rosario,Internet,5,21,398184.0,1,Tarjeta,1,0-6 meses,,0.6730980413228899,Alto
621,33,Rosario,Tv,44,24,186429.0,12,Efectivo,0,24+ meses,30-45,0.2135691781450028,Bajo
622,78,Desconocida,Tv,11,42,222980.0,7,Tarjeta,0,6-12 meses,60+,0.3369955093740217,Medio
623,56,Mendoza,Telefonia,30,40,436653.0,14,Tarjeta,0,24+ meses,45-60,0.16568629299756638,Bajo
624,22,Buenos aires,Internet,15,2,302647.0,8,Efectivo,1,12-24 meses,18-30,0.28721343532846044,Bajo
625,39,Cordoba,Tv,27,8,494498.0,9,Transferencia,0,24+ meses,30-45,0.26105147206435536,Bajo
626,46,Desconocida,Internet,35,48,491675.0,13,Efectivo,0,24+ meses,45-60,0.3491594516577724,Medio
627,72,Desconocida,Internet,33,27,80403.0,9,Transferencia,0,24+ meses,60+,0.17421979969518528,Bajo
628,20,Rosario,Internet,20,22,439474.0,8,Transferencia,0,12-24 meses,18-30,0.2781581619753575,Bajo
629,29,Cordoba,Internet,16,37,431940.0,13,Desconocido,1,12-24 meses,18-30,0.26570914291581693,Bajo
630,43,Cordoba,Telefonia,34,27,69286.0,9,Desconocido,1,24+ meses,30-45,0.5120190639795819,Medio
631,33,Rosario,Internet,2,29,341986.0,13,Efectivo,0,0-6 meses,30-45,0.12933127331772143,Bajo
632,68,Rosario,Desconocido,35,3,109927.0,6,Tarjeta,0,24+ meses,60+,0.11977595667896652,Bajo
633,54,Cordoba,Tv,40,44,282052.0,14,Efectivo,0,24+ meses,45-60,0.23500419735140285,Bajo
634,39,Mendoza,Telefonia,28,13,490833.0,8,Transferencia,0,24+ meses,30-45,0.7150760632222094,Alto
635,74,Buenos aires,Telefonia,47,45,448842.0,8,Desconocido,1,24+ meses,60+,0.39157565743047945,Medio
636,46,Desconocida,Desconocido,39,10,304372.0,13,Efectivo,0,24+ meses,45-60,0.10947807075042365,Bajo
637,31,Desconocida,Desconocido,6,36,275628.0,2,Efectivo,0,0-6 meses,30-45,0.23088963702763668,Bajo
638,45,Mendoza,Tv,9,9,182826.0,3,Desconocido,0,6-12 meses,30-45,0.3109987771564982,Medio
639,22,Cordoba,Tv,20,27,295446.0,1,Desconocido,0,12-24 meses,18-30,0.25854322768443366,Bajo
640,64,Desconocida,Desconocido,1,34,327959.0,9,Desconocido,0,0-6 meses,60+,0.33770134166266635,Medio
641,66,Cordoba,Internet,8,1,257156.0,2,Transferencia,0,6-12 meses,60+,0.24933575153147683,Bajo
642,47,Buenos aires,Telefonia,23,32,482964.0,10,Desconocido,0,12-24 meses,45-60,0.4770992085998122,Medio
643,63,Buenos aires,Tv,3,25,330488.0,10,Tarjeta,1,0-6 meses,60+,0.5811343936045764,Medio
644,79,Desconocida,Tv,4,29,433834.0,4,Efectivo,0,0-6 meses,60+,0.42848968314295044,Medio
645,69,Rosario,Tv,25,7,378747.0,4,Desconocido,0,24+ meses,60+,0.34600157157713013,Medio
646,22,Desconocida,Desconocido,47,49,474450.0,5,Desconocido,1,24+ meses,18-30,0.7149158319271742,Alto
648,33,Desconocida,Tv,15,20,253724.0,6,Transferencia,1,12-24 meses,30-45,0.6213537816868471,Alto
649,43,Cordoba,Tv,21,20,206202.0,6,Efectivo,0,12-24 meses,30-45,0.5337897986798683,Medio
650,43,Rosario,Tv,35,30,30525.0,0,Tarjeta,0,24+ meses,30-45,0.21164693783921687,Bajo
651,65,Buenos aires,Internet,46,35,84818.0,13,Efectivo,0,24+ meses,60+,0.14722152188045123,Bajo
652,38,Desconocida,Internet,14,35,119589.0,1,Desconocido,0,12-24 meses,30-45,0.25736676836253997,Bajo
653,56,Cordoba,Tv,36,49,150406.0,11,Tarjeta,0,24+ meses,45-60,0.3608498163200753,Medio
654,53,Rosario,Tv,12,39,99715.0,8,Tarjeta,1,6-12 meses,45-60,0.5486592221935942,Medio
655,50,Rosario,Tv,17,27,198839.0,9,Tarjeta,0,12-24 meses,45-60,0.42022219475381795,Medio
656,79,Buenos aires,Internet,39,26,273788.0,1,Tarjeta,0,24+ meses,60+,0.22972656702525515,Bajo
657,47,Mendoza,Internet,9,14,368298.0,5,Efectivo,0,6-12 meses,45-60,0.5179304109653793,Medio
658,54,Desconocida,Telefonia,35,17,431149.0,10,Transferencia,0,24+ meses,45-60,0.20066622695082997,Bajo
659,40,Cordoba,Desconocido,13,18,262438.0,10,Transferencia,0,12-24 meses,30-45,0.2068789103950477,Bajo
660,75,Rosario,Desconocido,15,45,310613.0,0,Desconocido,0,12-24 meses,60+,0.3132394885876042,Medio
661,27,Rosario,Tv,18,29,431903.0,2,Transferencia,1,12-24 meses,18-30,0.6269763554042981,Alto
662,71,Rosario,Internet,33,20,373753.0,1,Transferencia,1,24+ meses,60+,0.3849238719959868,Medio
663,22,Rosario,Telefonia,6,27,450872.0,2,Transferencia,0,0-6 meses,18-30,0.09899309623777171,Bajo
664,53,Mendoza,Telefonia,27,18,415591.0,4,Transferencia,0,24+ meses,45-60,0.6603820905282365,Alto
665,51,Mendoza,Tv,23,4,275628.0,10,Desconocido,1,12-24 meses,45-60,0.734975054476934,Alto
666,69,Cordoba,Tv,27,1,363606.0,9,Efectivo,1,24+ meses,60+,0.6930267613351231,Alto
667,48,Rosario,Telefonia,34,1,172679.0,5,Tarjeta,0,24+ meses,45-60,0.27718026872848617,Bajo
668,27,Cordoba,Tv,46,26,88178.0,8,Transferencia,1,24+ meses,18-30,0.35693716962194116,Medio
669,75,Rosario,Internet,38,45,422209.0,11,Efectivo,0,24+ meses,60+,0.27061631031385314,Bajo
670,36,Desconocida,Internet,14,20,180458.0,10,Transferencia,1,12-24 meses,30-45,0.5688318020596527,Medio
671,75,Desconocida,Internet,36,23,259466.0,14,Transferencia,0,24+ meses,60+,0.21060289305265212,Bajo
672,49,Cordoba,Telefonia,8,10,444503.0,14,Tarjeta,0,6-12 meses,45-60,0.14823730823867365,Bajo
673,18,Desconocida,Telefonia,35,11,91724.0,9,Tarjeta,1,24+ meses,,0.7753212931862054,Alto
674,73,Cordoba,Internet,19,41,234204.0,11,Tarjeta,0,12-24 meses,60+,0.266820591052069,Bajo
675,22,Desconocida,Tv,30,41,491524.0,11,Transferencia,0,24+ meses,18-30,0.13389001208545648,Bajo
677,21,Desconocida,Desconocido,20,1,394458.0,3,Transferencia,1,12-24 meses,18-30,0.21716720334127707,Bajo
678,33,Cordoba,Telefonia,25,17,81312.0,6,Tarjeta,1,24+ meses,30-45,0.8431125023411397,Alto
679,41,Rosario,Tv,40,22,496587.0,5,Desconocido,1,24+ meses,30-45,0.5611350225911874,Medio
680,33,Cordoba,Desconocido,24,34,342468.0,1,Efectivo,0,12-24 meses,30-45,0.25561978397162166,Bajo
681,72,Rosario,Tv,14,45,76196.0,9,Desconocido,1,12-24 meses,60+,0.6197802261980283,Alto
682,19,Mendoza,Internet,26,41,75014.0,10,Transferencia,0,24+ meses,18-30,0.6807973620408222,Alto
683,66,Cordoba,Tv,38,29,406426.0,10,Transferencia,0,24+ meses,60+,0.14116878212153178,Bajo
684,45,Mendoza,Internet,23,4,146994.0,10,Desconocido,1,12-24 meses,30-45,0.677682151949343,Alto
685,49,Cordoba,Desconocido,22,5,434505.0,14,Transferencia,0,12-24 meses,45-60,0.1573089290285308,Bajo
686,44,Cordoba,Telefonia,19,11,38340.0,14,Efectivo,0,12-24 meses,30-45,0.31373295795532646,Medio
687,37,Buenos aires,Tv,46,21,306994.0,7,Transferencia,0,24+ meses,30-45,0.18254594605839622,Bajo
688,41,Desconocida,Internet,3,35,455200.0,6,Efectivo,0,0-6 meses,30-45,0.43514701857481164,Medio
689,29,Cordoba,Telefonia,42,12,118711.0,14,Desconocido,1,24+ meses,18-30,0.743160731401931,Alto
690,67,Mendoza,Tv,19,26,220250.0,14,Desconocido,0,12-24 meses,60+,0.2808591977627538,Bajo
691,52,Rosario,Internet,9,19,16094.0,6,Transferencia,1,6-12 meses,45-60,0.656118090620618,Alto
692,77,Cordoba,Desconocido,28,45,355103.0,13,Efectivo,0,24+ meses,60+,0.06089346542489436,Bajo
693,50,Desconocida,Tv,20,7,431634.0,14,Transferencia,0,12-24 meses,45-60,0.3729635974555468,Medio
694,50,Cordoba,Tv,45,47,275628.0,7,Tarjeta,0,24+ meses,45-60,0.38677469646797596,Medio
695,78,Rosario,Internet,7,7,116585.0,11,Tarjeta,1,6-12 meses,60+,0.3493753354785216,Medio
696,68,Desconocida,Tv,14,26,470590.0,11,Tarjeta,0,12-24 meses,60+,0.49394486225860523,Medio
697,60,Desconocida,Internet,9,40,389708.0,12,Tarjeta,1,6-12 meses,45-60,0.7670922854958281,Alto
698,54,Mendoza,Tv,19,5,73798.0,13,Transferencia,0,12-24 meses,45-60,0.7009816765413274,Alto
699,29,Mendoza,Internet,47,21,383170.0,10,Tarjeta,0,24+ meses,18-30,0.21354871903525996,Bajo
700,20,Cordoba,Desconocido,14,14,206604.0,0,Efectivo,0,12-24 meses,18-30,0.4554925647537116,Medio
701,18,Cordoba,Telefonia,38,4,115130.0,14,Desconocido,1,24+ meses,,0.8560656514941001,Alto
702,50,Rosario,Internet,36,23,289308.0,12,Desconocido,1,24+ meses,45-60,0.6121057806654308,Alto
703,57,Rosario,Tv,40,42,171667.0,0,Tarjeta,0,24+ meses,45-60,0.2786870977094351,Bajo
704,27,Buenos aires,Tv,17,20,35257.0,7,Tarjeta,0,12-24 meses,18-30,0.18880657790339544,Bajo
705,60,Cordoba,Internet,30,15,412427.0,3,Tarjeta,0,24+ meses,45-60,0.5147060397178548,Medio
706,61,Cordoba,Tv,9,45,363133.0,4,Transferencia,1,6-12 meses,60+,0.6083427390998234,Alto
707,46,Mendoza,Tv,33,29,403448.0,7,Desconocido,0,24+ meses,45-60,0.5812265076366838,Medio
708,30,Rosario,Tv,25,8,465969.0,4,Tarjeta,1,24+ meses,18-30,0.427472286525501,Medio
709,29,Mendoza,Internet,14,41,57691.0,9,Efectivo,1,12-24 meses,18-30,0.6534870825366249,Alto
710,48,Cordoba,Internet,11,48,487981.0,3,Tarjeta,0,6-12 meses,45-60,0.523556629516579,Medio
711,63,Rosario,Internet,35,19,84768.0,11,Desconocido,1,24+ meses,60+,0.5877091520634917,Medio
712,19,Mendoza,Desconocido,41,48,423829.0,5,Tarjeta,0,24+ meses,18-30,0.16765110734118527,Bajo
713,78,Buenos aires,Desconocido,14,39,19026.0,12,Desconocido,0,12-24 meses,60+,0.12389125598023538,Bajo
714,68,Cordoba,Internet,30,46,451751.0,14,Tarjeta,0,24+ meses,60+,0.14358847256604507,Bajo
715,67,Rosario,Internet,41,28,230162.0,11,Efectivo,0,24+ meses,60+,0.21713519550198818,Bajo
716,52,Rosario,Tv,4,46,298052.0,4,Tarjeta,1,0-6 meses,45-60,0.6358111290794856,Alto
717,40,Rosario,Tv,4,27,450329.0,13,Efectivo,0,0-6 meses,30-45,0.11792811216296376,Bajo
718,34,Desconocida,Telefonia,28,4,24610.0,6,Efectivo,0,24+ meses,30-45,0.20769611362455048,Bajo
719,43,Buenos aires,Tv,8,15,182718.0,13,Tarjeta,0,6-12 meses,30-45,0.1783431163477783,Bajo
720,25,Cordoba,Desconocido,2,35,330329.0,9,Efectivo,0,0-6 meses,18-30,0.08939263134776632,Bajo
721,46,Rosario,Desconocido,41,37,339711.0,6,Transferencia,0,24+ meses,45-60,0.25920940172947743,Bajo
722,43,Buenos aires,Tv,46,1,183646.0,12,Tarjeta,0,24+ meses,30-45,0.25323448569674684,Bajo
723,27,Rosario,Desconocido,22,3,227123.0,3,Tarjeta,0,12-24 meses,18-30,0.23041906040702095,Bajo
724,43,Buenos aires,Internet,41,47,303326.0,11,Efectivo,1,24+ meses,30-45,0.21337382436284147,Bajo
725,79,Cordoba,Internet,16,24,383280.0,12,Efectivo,1,12-24 meses,60+,0.18182438402050086,Bajo
726,51,Cordoba,Tv,29,27,398786.0,4,Tarjeta,0,24+ meses,45-60,0.34750189079157523,Medio
728,58,Desconocida,Tv,12,36,24288.0,2,Efectivo,0,6-12 meses,45-60,0.28453213913745434,Bajo
729,24,Buenos aires,Tv,35,34,345968.0,14,Efectivo,0,24+ meses,18-30,0.19651810184054166,Bajo
730,21,Rosario,Internet,11,29,428093.0,3,Desconocido,0,6-12 meses,18-30,0.2351016791707602,Bajo
731,75,Rosario,Tv,46,24,89425.0,14,Transferencia,0,24+ meses,60+,0.37936228361708,Medio
732,70,Rosario,Tv,21,24,5917.0,13,Transferencia,0,12-24 meses,60+,0.2917644959375805,Bajo
733,67,Rosario,Internet,21,42,342746.0,3,Tarjeta,1,12-24 meses,60+,0.6750052391890846,Alto
734,62,Mendoza,Tv,5,4,493256.0,2,Transferencia,0,0-6 meses,60+,0.5323930685019422,Medio
735,28,Cordoba,Telefonia,20,3,331719.0,12,Tarjeta,1,12-24 meses,18-30,0.6479248673392539,Alto
736,46,Cordoba,Tv,37,34,339662.0,9,Desconocido,0,24+ meses,45-60,0.3317789256799577,Medio
737,73,Cordoba,Internet,3,49,258187.0,4,Transferencia,1,0-6 meses,60+,0.23934074669793293,Bajo
738,53,Cordoba,Tv,44,23,44104.0,4,Efectivo,0,24+ meses,45-60,0.6191385300354125,Alto
739,42,Cordoba,Telefonia,33,23,154134.0,10,Desconocido,0,24+ meses,30-45,0.29822150727994684,Bajo
740,38,Desconocida,Internet,9,45,284143.0,6,Tarjeta,0,6-12 meses,30-45,0.5125708956604946,Medio
